Abbreviation,Ambiguous,Case Sensitive,Full Text,Reverse Ambiguous
PROM,TRUE,FALSE,patient-reported outcome measure|premature rupture of membranes,FALSE
PROPELLER,FALSE,FALSE,periodically rotated overlapping parallel lines with enhanced reconstruction,FALSE
ProS,FALSE,FALSE,prosubiculum,FALSE
PRP,FALSE,FALSE,platelet-rich plasma,FALSE
PrS,FALSE,FALSE,presubiculum,FALSE
PS,TRUE,FALSE,pubic symphysis|pulmonary stenosis,FALSE
PSA,FALSE,TRUE,prostate specific antigen,FALSE
PsA,FALSE,TRUE,psoriatic arthritis,FALSE
PSAD,FALSE,FALSE,prostate specific antigen density,FALSE
PSAH,FALSE,FALSE,pseudosubarachnoid hemorrhage,FALSE
PSB,TRUE,FALSE,pansystolic spectral broadening|posterior skull base,FALSE
PSC,FALSE,FALSE,primary sclerosing cholangitis,FALSE
PSCC,FALSE,FALSE,posterior semicircular canal,FALSE
PSIS,FALSE,FALSE,posterior superior iliac spine,FALSE
PSMA,FALSE,FALSE,prostate specific membrane antigen,FALSE
PSP,TRUE,FALSE,photostimulable phosphor plate|progressive supranuclear palsy,FALSE
PSS,FALSE,FALSE,progressive systemic sclerosis,FALSE
PSV,FALSE,FALSE,peak systolic velocity,FALSE
PT,TRUE,TRUE,patient|physiotherapy|prothrombin time|pubic tubercle|pulmonary trunk,FALSE
Pt,TRUE,TRUE,patient|platinum,FALSE
PTA,TRUE,FALSE,posterior tibial artery|post traumatic amnesia|pure tone audiogram,FALSE
PTB,TRUE,FALSE,petrous temporal bone|pulmonary tuberculosis,FALSE
PTC,TRUE,FALSE,papillary thyroid cancer|percutaneous transhepatic cholecystostomy,FALSE
PTCA,FALSE,FALSE,percutaneous transluminal coronary angioplasty,FALSE
PTFL,FALSE,FALSE,posterior talofibular ligament,FALSE
PTH,FALSE,FALSE,parathyroid hormone,FALSE
PTSD,FALSE,FALSE,post-traumatic stress disorder,FALSE
PTU,FALSE,FALSE,propylthiouracil,FALSE
PTV,FALSE,FALSE,planning target volume,FALSE
PTX,FALSE,FALSE,pneumothorax,FALSE
PU,FALSE,FALSE,per urethra,FALSE
PUC,FALSE,FALSE,prostatic utricle cyst,FALSE
PUD,FALSE,FALSE,peptic ulcer disease,FALSE
PUJ,FALSE,FALSE,pelviureteric junction,FALSE
PUO,FALSE,FALSE,pyrexia of unknown origin,FALSE
PV,TRUE,FALSE,pemphigus vulgaris|periventricular nucleus|per vagina|polycythemia vera|portal vein|portal venous|pulmonary valve,FALSE
PVC,TRUE,FALSE,polyvinyl chloride|premature ventricular contraction,FALSE
PVD,TRUE,FALSE,peripheral vascular disease|posterior vitreous detachment,FALSE
PVI,FALSE,FALSE,pulmonary vein isolation,FALSE
PVIA,FALSE,FALSE,pulmonary vein isolation ablation,FALSE
PVL,FALSE,FALSE,periventricular leucomalacia,FALSE
PVOD,FALSE,FALSE,pulmonary veno-occlusive disease,FALSE
PVR,TRUE,FALSE,postvoid residual volume|pulmonary valve replacement|pulmonary vascular resistance,FALSE
PVS,FALSE,FALSE,perivascular space,FALSE
PWB,FALSE,FALSE,partial weight bearing,FALSE
PWD,FALSE,FALSE,pulsed wave Doppler,FALSE
PW Doppler,FALSE,FALSE,pulsed wave Doppler,FALSE
PX,FALSE,TRUE,patient experience,FALSE
Px,TRUE,TRUE,pixel|prognosis,FALSE
PXR,FALSE,FALSE,pelvis x-ray,FALSE
PY,FALSE,FALSE,pack-year,FALSE
PZ,FALSE,FALSE,peripheral zone,FALSE
Q,TRUE,TRUE,perfusion,FALSE
q,FALSE,TRUE,long arm of a chromosome,FALSE
QA,FALSE,FALSE,quality assurance,FALSE
QALY,FALSE,FALSE,quality-adjusted life year,FALSE
QBC,FALSE,FALSE,quadrature body coil,FALSE
QDS,FALSE,FALSE,four times a day,FALSE
QH,FALSE,FALSE,every hour,FALSE
QHS,FALSE,FALSE,every night at bedtime,FALSE
QI,FALSE,FALSE,quality improvement,FALSE
QIP,FALSE,FALSE,quality improvement project,FALSE
QISS,FALSE,FALSE,quiescent interval for single shot,FALSE
QN,FALSE,FALSE,every night,FALSE
QoL,FALSE,FALSE,quality of life,FALSE
QRAPMASTER,FALSE,FALSE,quantification of relaxation times and proton density by multi-echo acquisition of a saturation-recovery using turbo spin echo readout,FALSE
qv,FALSE,FALSE,please see,FALSE
R,TRUE,FALSE,right|roentgen,FALSE
RA,TRUE,TRUE,rheumatoid arthritis|right atrium|right auricle|room air,FALSE
Ra,FALSE,TRUE,radium,FALSE
RACF,FALSE,FALSE,residential aged-care facility,FALSE
RAD,TRUE,TRUE,right axis deviation|radiation absorbed dose,FALSE
Rad,FALSE,TRUE,cgs unit of absorbed radiation dose,FALSE
RALP,FALSE,FALSE,robot-assisted laparoscopic prostatectomy,FALSE
RAMC,FALSE,FALSE,Royal Army Medical Corps,FALSE
RANK,FALSE,FALSE,receptor activator of nuclear factor-Kappa B,FALSE
RANZCR,FALSE,FALSE,Royal Australian and New Zealand College of Radiologists,FALSE
RAO,FALSE,FALSE,right anterior oblique,FALSE
RAPD,FALSE,FALSE,relative afferent pupillary defect,FALSE
RAR,FALSE,FALSE,renal-to-aortic ratio,FALSE
RAS,TRUE,FALSE,renin-angiotensin system|renal artery stenosis|reticular activating system,FALSE
RAZ,FALSE,FALSE,right apical zone,FALSE
Rb,FALSE,FALSE,rubidium,FALSE
RBBB,FALSE,FALSE,right bundle branch block,FALSE
RBC,FALSE,FALSE,red blood cells,FALSE
RB-ILD,FALSE,FALSE,respiratory bronchiolitis-interstitial lung disease,FALSE
RC,FALSE,FALSE,rotator cuff,FALSE
RCA,TRUE,FALSE,right colic artery|right coronary artery|root cause analysis|rotator cuff arthropathy,FALSE
RCC,TRUE,FALSE,Rathke cleft cyst|red cell count|renal cell carcinoma,FALSE
RCCA,FALSE,FALSE,right common carotid artery,FALSE
RCH,FALSE,FALSE,remote cerebellar hemorrhage,FALSE
R-CHOP,FALSE,FALSE,rituximab cyclophosphamide doxorubicin prednisolone,FALSE
RCJ,FALSE,FALSE,radiocarpal joint,FALSE
RCL,FALSE,FALSE,radial collateral ligament complex of the elbow,FALSE
RCM,FALSE,FALSE,restrictive cardiomyopathy,FALSE
RCR,FALSE,FALSE,Royal College of Radiologists,FALSE
RCT,TRUE,FALSE,randomized control trial|rotator cuff tear,FALSE
RCVS,FALSE,FALSE,reversible cerebral vasoconstriction syndrome,FALSE
Rd,FALSE,FALSE,rutherford,FALSE
RDS,FALSE,FALSE,respiratory distress syndrome,FALSE
RDW,FALSE,FALSE,red cell distribution width,FALSE
RE,FALSE,FALSE,right eye,FALSE
ReA,FALSE,FALSE,reactive arthritis,FALSE
REBOA,FALSE,FALSE,resuscitative endovascular balloon occlusion of the aorta,FALSE
RECIST,FALSE,FALSE,response evaluation criteria in solid tumors,FALSE
Re,FALSE,FALSE,rhenium,FALSE
Recons,FALSE,FALSE,reconstructions,FALSE
Reg,FALSE,FALSE,registrar,FALSE
Rem,FALSE,FALSE,roentgen equivalent man,FALSE
RES,FALSE,FALSE,reticuloendothelial system,FALSE
Resus,FALSE,FALSE,resuscitation,FALSE
RF,TRUE,FALSE,radiofrequency|rheumatoid factor|ring finger|risk factor,FALSE
RFA,FALSE,FALSE,radiofrequency ablation,FALSE
RFT,FALSE,FALSE,right ventricular false tendon,FALSE
RFTs,FALSE,FALSE,respiratory function tests,FALSE
RGA,FALSE,FALSE,right gastric artery,FALSE
Rh,TRUE,FALSE,rhesus|rhodium,FALSE
RHA,FALSE,FALSE,right hepatic artery,FALSE
RHD,TRUE,FALSE,right hand dominant|right hepatic duct,FALSE
RHS,FALSE,FALSE,right hand side,FALSE
RHV,FALSE,FALSE,right hepatic vein,FALSE
RI,TRUE,FALSE,ramus intermedius|resistive index,FALSE
RIF,FALSE,FALSE,right iliac fossa,FALSE
RIG,FALSE,FALSE,radiologically inserted gastrostomy,FALSE
RIH,FALSE,FALSE,right inguinal hernia,FALSE
RIHD,FALSE,FALSE,radiation-induced heart disease,FALSE
RIJ,FALSE,FALSE,right internal jugular,FALSE
RIJV,FALSE,FALSE,right internal jugular vein,FALSE
RIMA,FALSE,FALSE,right internal mammary artery,FALSE
RIS,TRUE,FALSE,radiologically-isolated syndrome|radiology information system,FALSE
RITA,FALSE,FALSE,right internal thoracic artery,FALSE
RK,FALSE,FALSE,right kidney,FALSE
RLL,TRUE,FALSE,right lower lobe|right lobe of liver,FALSE
RLQ,FALSE,FALSE,right lower quadrant,FALSE
RLZ,FALSE,FALSE,right lower zone,FALSE
RMB,FALSE,FALSE,right main bronchus,FALSE
RML,FALSE,FALSE,right middle lobe,FALSE
RMO,FALSE,FALSE,resident medical officer,FALSE
RMS: ,TRUE,FALSE,rhabdomyosarcoma|root mean square,FALSE
RMT,FALSE,FALSE,retromolar trigone,FALSE
RMZ,FALSE,FALSE,right middle zone,FALSE
RN,FALSE,TRUE,registered nurse,FALSE
Rn,FALSE,TRUE,radon,FALSE
RNA,FALSE,FALSE,ribonucleic acid,FALSE
RO,FALSE,FALSE,right ovary,FALSE
R/O,FALSE,FALSE,rule out,FALSE
ROC,FALSE,FALSE,receiver operator curve,FALSE
ROI,FALSE,FALSE,region of interest,FALSE
ROM,FALSE,FALSE,range of motion,FALSE
ROP,FALSE,FALSE,retinopathy of prematurity,FALSE
ROS,FALSE,FALSE,reactive oxygen species,FALSE
ROSC,FALSE,FALSE,return of spontaneous circulation,FALSE
RP,TRUE,FALSE,retinopathy of prematurity|retroperitoneal|retropharyngeal,FALSE
RPA,FALSE,FALSE,right pulmonary artery,FALSE
RPOC,FALSE,FALSE,retained products of conception,FALSE
RPL,FALSE,FALSE,recurrent pregnancy loss,FALSE
RPLND,FALSE,FALSE,retroperitoneal lymph node dissection,FALSE
RPLS,FALSE,FALSE,reversible posterior leukoencephalopathy syndrome,FALSE
RR,FALSE,FALSE,respiratory rate,FALSE
RRA,FALSE,FALSE,right renal artery,FALSE
RRMS,FALSE,FALSE,relapsing remitting multiple sclerosis,FALSE
RRT,FALSE,FALSE,renal replacement therapy,FALSE
RS,FALSE,FALSE,respiratory system,FALSE
RSBI,FALSE,FALSE,rapid shallow breathing index,FALSE
RSCA,FALSE,FALSE,right subclavian artery,FALSE
RSI,FALSE,FALSE,repetitive strain injury,FALSE
RSM,TRUE,FALSE,recurrent spontaneous abortion|Royal Society of Medicine,FALSE
RSNA,FALSE,FALSE,Radiological Society of North America,FALSE
RSO,FALSE,FALSE,resident surgical officer,FALSE
RSWP,FALSE,FALSE,radial-sided wrist pain,FALSE
RSX,FALSE,FALSE,radiosurgery,FALSE
RT,TRUE,FALSE,radiotherapy|right,FALSE
RTA,TRUE,FALSE,renal tubular acidosis|road traffic accident,FALSE
RTC,FALSE,FALSE,road traffic collision,FALSE
RTT,FALSE,FALSE,return to theater,FALSE
RTI,FALSE,FALSE,respiratory tract infection,FALSE
RTX,FALSE,FALSE,radiotherapy,FALSE
Ru,FALSE,FALSE,ruthenium,FALSE
RUL,FALSE,FALSE,right upper lobe,FALSE
RUO,FALSE,FALSE,right ureteric orifice,FALSE
RUQ,FALSE,FALSE,right upper quadrant,FALSE
RUZ,FALSE,FALSE,right upper zone,FALSE
RUSH,FALSE,FALSE,rapid ultrasound in shock,FALSE
RV,TRUE,FALSE,residual volume|right ventricle,FALSE
RVA,FALSE,FALSE,right vertebral artery,FALSE
RVAD,FALSE,FALSE,right ventricular assist device,FALSE
RVCL-S,FALSE,FALSE,retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,FALSE
RVD,TRUE,FALSE,retroviral disease|right ventricular dilatation,FALSE
RVF,FALSE,FALSE,right ventricular failure,FALSE
RVH,FALSE,FALSE,right ventricular hypertrophy,FALSE
RVR,FALSE,FALSE,rapid ventricular rate,FALSE
RVT,FALSE,FALSE,renal vein thrombosis,FALSE
RWMA,FALSE,FALSE,regional wall motion abnormalities or regional wall motion abnormality,FALSE
Rx,FALSE,FALSE,prescription,FALSE
S,TRUE,FALSE,sacral|second|sulfur,FALSE
SA,TRUE,FALSE,semen analysis|sinoatrial,FALSE
SAA,FALSE,FALSE,serum amyloid A,FALSE
SAB,FALSE,FALSE,spontaneous abortion,FALSE
SABA,FALSE,FALSE,short-acting beta-2 agonist,FALSE
SABR,FALSE,FALSE,stereotactic ablative radiotherapy,FALSE
SAE,FALSE,FALSE,sepsis-associated encephalopathy,FALSE
Sag,FALSE,FALSE,sagittal,FALSE
SAH,FALSE,FALSE,subarachnoid hemorrhage,FALSE
SALT,FALSE,FALSE,speech and language therapy,FALSE
SAM,FALSE,FALSE,segmental arterial mediolysis,FALSE
SAPHO,FALSE,FALSE,synovitis acne pustulosis hyperostosis osteitis,FALSE
SAR,FALSE,FALSE,specific absorption rate,FALSE
SB,TRUE,TRUE,small bowel|spectral broadening|stillbirth,FALSE
Sb,FALSE,TRUE,antimony,FALSE
SBC,FALSE,FALSE,simple bone cyst,FALSE
SBE,FALSE,FALSE,subacute bacterial endocarditis,FALSE
SBF,FALSE,FALSE,small bowel follow through,FALSE
SBFT,FALSE,FALSE,small bowel follow through,FALSE
SBO,FALSE,FALSE,small bowel obstruction,FALSE
SBP,TRUE,FALSE,spontaneous bacterial peritonitis|systolic blood pressure,FALSE
SBPL,FALSE,FALSE,spontaneous bacterial pleuritis,FALSE
SBRT,FALSE,FALSE,stereotactic body radiotherapy,FALSE
SBS,FALSE,FALSE,seat belt sign,FALSE
SC,TRUE,TRUE,spinal cord|subcutaneous,FALSE
Sc,FALSE,TRUE,scandium,FALSE
SCA,TRUE,FALSE,sickle cell anemia|subclavian artery|superior cerebellar artery,FALSE
SCAD,FALSE,FALSE,spontaneous coronary artery dissection,FALSE
SCC,TRUE,FALSE,semicircular canal|spinal cord compression|squamous cell cancer|squamous cell carcinoma,FALSE
SCCD,FALSE,FALSE,semicircular canal dehiscence,FALSE
SCD,TRUE,FALSE,sickle cell disease|sudden cardiac death,FALSE
SCDO,FALSE,FALSE,spondylocostal dysostosis,FALSE
SCI,FALSE,FALSE,spinal cord injury,FALSE
SCIWORA,FALSE,FALSE,spinal cord injury without radiographic abnormality,FALSE
SCJ,FALSE,FALSE,sternoclavicular joint,FALSE
SCLC,FALSE,FALSE,small cell lung cancer,FALSE
SCM,FALSE,FALSE,sternocleidomastoid,FALSE
SCoR,FALSE,FALSE,Society and College of Radiographers,FALSE
SCORIF,FALSE,FALSE,stimulated cycle oocyte retrieval in [office] fertilisation,FALSE
SCT,FALSE,FALSE,stem cell transplant,FALSE
SCV,FALSE,FALSE,subclavian vein,FALSE
SD,TRUE,FALSE,septal deviation|stable disease|standard deviation,FALSE
SDASH,FALSE,FALSE,shunt-dependency in symptomatic aneurysmal subarachnoid hemorrhage score,FALSE
SDD,FALSE,FALSE,surfactant deficiency disorder,FALSE
SDH,FALSE,FALSE,subdural hemorrhage,FALSE
SE,TRUE,TRUE,side-effect|spin echo|status epilepticus,FALSE
Se,FALSE,TRUE,selenium,FALSE
SEC,FALSE,FALSE,second,FALSE
SEE,FALSE,FALSE,septic-embolic encephalitis,FALSE
SEEG,FALSE,FALSE,stereoelectroencephalography,FALSE
SeHCAT,FALSE,FALSE,selenium homocholic acid taurine,FALSE
SEMAC,FALSE,FALSE,slice-encoding for metal artifact correction,FALSE
SEMS,FALSE,FALSE,self-expandable metallic stent,FALSE
SEP,FALSE,FALSE,superior end-plate,FALSE
Ser,FALSE,FALSE,serine,FALSE
sestamibi,FALSE,FALSE,sesta-methoxyisobutylisonitrile,FALSE
SFA,FALSE,FALSE,superficial femoral artery,FALSE
SFV,FALSE,FALSE,superficial femoral vein,FALSE
SGA,FALSE,FALSE,supraglottic airway,FALSE
SGC,FALSE,FALSE,Swan-Ganz catheter,FALSE
SGHL,FALSE,FALSE,superior glenohumeral ligament,FALSE
SH,TRUE,FALSE,Salter-Harris|social history,FALSE
SHG,FALSE,FALSE,sonohysterogram,FALSE
SHO,FALSE,FALSE,senior house officer,FALSE
SHORT syndrome,FALSE,FALSE,short stature hyperextensibility and/or inguinal hernia ocular depression Rieger anomaly teething delay,FALSE
SHx,FALSE,FALSE,social history,FALSE
SI,TRUE,TRUE,sacroiliac|secondary infertility|serious incident|sexual intercourse|signal intensity|situs inversus|small intestine|Systeme Internationale,FALSE
Si,FALSE,TRUE,silicon,FALSE
SIADH,FALSE,FALSE,syndrome of inappropriate antidiuretic hormone secretion,FALSE
SICRET,FALSE,FALSE,small infarctions of cochlear retinal and encephalic tissue = Susac syndrome,FALSE
SIDM,FALSE,FALSE,steroid-induced diabetes mellitus,FALSE
SIDS,FALSE,FALSE,sudden infant death syndrome,FALSE
SIJ,FALSE,FALSE,sacroiliac joint,FALSE
SIM,FALSE,FALSE,simulation,FALSE
SIMV,FALSE,FALSE,synchronised intermittent mechanical ventilation,FALSE
SINS,FALSE,FALSE,spinal instability neoplastic score,FALSE
SIRVA,FALSE,FALSE,shoulder injury related to vaccine administration,FALSE
SIT,FALSE,FALSE,situs inversus totalis,FALSE
SJS,FALSE,FALSE,Stevens-Johnson syndrome,FALSE
SkM,FALSE,FALSE,skeletal muscle,FALSE
SLAC,FALSE,FALSE,scapholunate advanced collapse,FALSE
SLAP,FALSE,FALSE,superior labral anterior-posterior,FALSE
SLE,FALSE,FALSE,systemic lupus erythematosus,FALSE
SLG,FALSE,FALSE,sublingual gland,FALSE
SLJ,FALSE,FALSE,Sinding-Larsen-Johansson disease,FALSE
SLL,FALSE,FALSE,scapholunate ligament,FALSE
SLN,FALSE,FALSE,sentinel lymph node,FALSE
SLNBx,FALSE,FALSE,sentinel lymph node biopsy,FALSE
SLT,FALSE,FALSE,speech and language therapy,FALSE
SM,TRUE,FALSE,smooth muscle|submucosa,FALSE
SMA,FALSE,FALSE,superior mesenteric artery,FALSE
SMART,TRUE,FALSE,specific measurable achievable relevant timely|stroke-like migraine attacks after radiation therapy syndrome,FALSE
SMAS,FALSE,FALSE,superficial musculoaponeurotic system,FALSE
SMEI,FALSE,FALSE,severe myoclonic epilepsy of infancy,FALSE
SMG,FALSE,FALSE,submandibular gland,FALSE
SMR,FALSE,FALSE,stable metabolic response,FALSE
SMS,FALSE,FALSE,sonographic Murphy sign,FALSE
SMV,TRUE,FALSE,submentovertical|superior mesenteric vein,FALSE
SN,FALSE,TRUE,sentinel node,FALSE
Sn,TRUE,TRUE,sensitivity|tin,FALSE
SNAC,FALSE,FALSE,scaphoid nonunion advanced collapse,FALSE
SNBx,FALSE,FALSE,sentinel node biopsy,FALSE
SNHL,FALSE,FALSE,sensorineural hearing loss,FALSE
SNiP,FALSE,FALSE,single nucleotide polymorphism,FALSE
SNOH,FALSE,FALSE,surgical neck of humerus,FALSE
SNP,FALSE,FALSE,single nucleotide polymorphism,FALSE
SNR,FALSE,FALSE,signal-to-noise ratio,FALSE
SNS,FALSE,FALSE,sympathetic nervous system,FALSE
SNT,FALSE,FALSE,soft non tender,FALSE
SOA,FALSE,FALSE,swelling of ankles,FALSE
SOAP,FALSE,FALSE,subjective objective assessment plan,FALSE
SOB,FALSE,FALSE,shortness of breath,FALSE
SOBAR,FALSE,FALSE,shortness of breath at rest,FALSE
SOBOE,FALSE,FALSE,shortness of breath on exertion,FALSE
SOD,FALSE,FALSE,septo-optic dysplasia,FALSE
SOF,FALSE,FALSE,superior orbital fissure,FALSE
SOL,FALSE,FALSE,space-occupying lesion,FALSE
SONK,FALSE,FALSE,spontaneous osteonecrosis of the knee,FALSE
SOP,FALSE,FALSE,standard operating procedure,FALSE
SoR,FALSE,FALSE,Society of Radiographers,FALSE
SOS,TRUE,FALSE,satisfaction of search|sinusoidal obstruction syndrome,FALSE
SOV,FALSE,FALSE,superior ophthalmic vein,FALSE
SOVA,FALSE,FALSE,sinus of Valsalva aneurysm,FALSE
SP,TRUE,TRUE,sacral promontory|spinous process,FALSE
Sp,TRUE,TRUE,species|specificity,FALSE
S/P,FALSE,FALSE,status post,FALSE
SPACE,TRUE,FALSE,sampling perfection with application optimized contrasts using different flip angle evolution|spatial and chemical-shift encoded excitation,FALSE
SpaceOAR,FALSE,FALSE,space organ at risk,FALSE
SPAIR,FALSE,FALSE,spectral attenuated inversion recovery,FALSE
SPC,FALSE,FALSE,suprapubic catheter,FALSE
SPECT,FALSE,FALSE,single photon emission computed tomography,FALSE
SPET,FALSE,FALSE,single photon emission computed tomography,FALSE
SPGR,FALSE,FALSE,spoiled gradient recalled,FALSE
SPIR,FALSE,FALSE,spectral presaturation with inversion recovery,FALSE
SPMS,FALSE,FALSE,secondary progressive multiple sclerosis,FALSE
SPN,FALSE,FALSE,solitary pulmonary nodule,FALSE
Spp,FALSE,FALSE,species,FALSE
SQ,TRUE,FALSE,status quo|subcutaneous,FALSE
SR,FALSE,TRUE,sinus rhythm,FALSE
Sr,FALSE,TRUE,strontium,FALSE
SREAT,FALSE,FALSE,steroid responsive encephalopathy associated with autoimmune thyroiditis,FALSE
SRO,FALSE,FALSE,sagittal ramus osteotomy,FALSE
SROM,FALSE,FALSE,spontaneous rupture of membranes,FALSE
SRS,TRUE,FALSE,Silver-Russell syndrome|somatostatin receptor scintigraphy|stereotactic radiosurgery,FALSE
SS,TRUE,FALSE,situs solitus|Sjögren syndrome|straight sinus|supraspinatus muscle|systemic sclerosis,FALSE
S&S,FALSE,FALSE,signs and symptoms,FALSE
SSCC,FALSE,FALSE,superior semicircular canal,FALSE
SSFP,FALSE,FALSE,steady state free precession,FALSE
SSG,FALSE,FALSE,split skin graft,FALSE
SSR,FALSE,FALSE,spontaneous splenic rupture,FALSE
SSS,TRUE,FALSE,sick sinus syndrome|superior sagittal sinus,FALSE
SST,FALSE,FALSE,short Synacthen test,FALSE
ST,TRUE,FALSE,speech therapy|ST segment on ECG,FALSE
STA,FALSE,FALSE,superficial temporal artery,FALSE
STAMCA,FALSE,FALSE,superficial temporal artery to middle cerebral artery anastomosis,FALSE
Staph,FALSE,FALSE,_Staphylococcus_ spp _,FALSE
stat,FALSE,FALSE,immediately,FALSE
STD,TRUE,FALSE,sexually transmitted disease|ST depression,FALSE
STE,FALSE,FALSE,ST elevation,FALSE
STEMI,FALSE,FALSE,ST elevation myocardial infarct,FALSE
STI:,TRUE,FALSE,sexually transmitted infection|soft tissue injury,FALSE
STIR,TRUE,FALSE,short tau inversion recovery|short TI inversion recovery,FALSE
STJ,FALSE,FALSE,subtalar joint,FALSE
STOP,FALSE,FALSE,selective tubal occlusive procedure,FALSE
STP,FALSE,FALSE,standard temperature and pressure,FALSE
Strep,FALSE,FALSE,Streptococcus spp,FALSE
STT,FALSE,FALSE,scaphotrapeziotrapezoid joint,FALSE
SUA,FALSE,FALSE,single umbilical artery,FALSE
Sub,FALSE,FALSE,subiculum,FALSE
subcut,FALSE,FALSE,subcutaneous,FALSE
SUDEP,FALSE,FALSE,sudden unexplained death in epilepsy,FALSE
SUI,FALSE,FALSE,serious untoward incident,FALSE
SUL,FALSE,FALSE,standardized uptake value corrected for lean body mass,FALSE
supraclav,FALSE,FALSE,supraclavicular,FALSE
SUV,FALSE,FALSE,standardized uptake value,FALSE
SV,FALSE,TRUE,stroke volume,FALSE
Sv,FALSE,TRUE,sievert,FALSE
SVC,FALSE,FALSE,superior vena cava,FALSE
SVD,FALSE,FALSE,spontaneous vaginal delivery,FALSE
SVT,TRUE,FALSE,subdural venous thrombosis|superficial venous thrombosis|supraventricular tachycardia,FALSE
SWAN,FALSE,FALSE,syndrome without a name,FALSE
SWI,FALSE,FALSE,susceptibility-weighted imaging,FALSE
SWOT analysis,FALSE,FALSE,strengths weaknesses opportunities threats,FALSE
SWS,FALSE,FALSE,Sturge-Weber syndrome,FALSE
Sx,FALSE,FALSE,signs,TRUE
S/X,FALSE,FALSE,signs,TRUE
SXR,FALSE,FALSE,skull x-ray,FALSE
Sy,FALSE,FALSE,symptoms,FALSE
Symp,FALSE,FALSE,symptoms,FALSE
Symph,FALSE,FALSE,symphysis pubis,FALSE
Sys,FALSE,FALSE,systems review,FALSE
T,TRUE,FALSE,temperature|temporal|time,FALSE
T1,TRUE,FALSE,TNM stage|spin-lattice time,FALSE
T1DM,FALSE,FALSE,type 1 diabetes mellitus,FALSE
T1RF,FALSE,FALSE,type 1 respiratory failure,FALSE
T1WI,FALSE,FALSE,T1 weighted imaging,FALSE
T2,TRUE,FALSE,spin-spin time|TNM stage,FALSE
T2DM,FALSE,FALSE,type 2 diabetes mellitus,FALSE
T2RF,FALSE,FALSE,type 2 respiratory failure,FALSE
T2WI,FALSE,FALSE,T2 weighted imaging,FALSE
T3,TRUE,FALSE,tri-iodothyronine|TNM stage,FALSE
T4,TRUE,FALSE,thyroxine|TNM stage,FALSE
T1-T12,FALSE,FALSE,thoracic vertebrae,FALSE
T13,FALSE,FALSE,trisomy 13,FALSE
T18,FALSE,FALSE,trisomy 18,FALSE
T21,FALSE,FALSE,trisomy 21,FALSE
TA,TRUE,FALSE,Terminologia Anatomica|transabdominal|tunica albuginea,FALSE
T&A,FALSE,FALSE,tonsillectomy and adenoidectomy,FALSE
TAA,FALSE,FALSE,thoracic aortic aneurysm,FALSE
TACE,FALSE,FALSE,transcatheter arterial chemoembolisation,FALSE
TAFRO,FALSE,FALSE,thrombocytopenia anasarca fever reticulin fibrosis and organomegaly syndrome,FALSE
TAH,FALSE,FALSE,total abdominal hysterectomy,FALSE
TAHBSO,FALSE,FALSE,total abdominal hysterectomy and bilateral salpingo-oophorectomy,TRUE
TAH/BSO,FALSE,FALSE,total abdominal hysterectomy and bilateral salpingo-oophorectomy,TRUE
TAI,TRUE,FALSE,traumatic aortic injury|traumatic axonal injury,FALSE
TAPS,FALSE,FALSE,traumatic abruptio placenta scale,FALSE
TAPVR,FALSE,FALSE,total anomalous pulmonary venous return,FALSE
TAR,FALSE,FALSE,thrombocytopenia with absent radius syndrome,FALSE
TAT,FALSE,FALSE,turnaround time,FALSE
TATT,FALSE,FALSE,tired all the time,FALSE
TAVI,FALSE,FALSE,transcatheter aortic valve implantation,FALSE
TAVR,FALSE,FALSE,transcatheter aortic valve replacement,FALSE
TB,TRUE,FALSE,terabyte|tuberculosis,FALSE
TBI,TRUE,FALSE,toe-brachial index|total body irradiation|traumatic brain injury,FALSE
TBNA,FALSE,FALSE,transbronchial needle aspiration,FALSE
TBSA,FALSE,FALSE,total body surface area,FALSE
tBW,FALSE,FALSE,transmitter bandwidth,FALSE
TC,TRUE,TRUE,Tenckhoff catheter|transverse colon,FALSE
Tc,FALSE,TRUE,technetium,FALSE
TCC,FALSE,FALSE,transitional cell carcinoma,FALSE
TDC,FALSE,FALSE,thyroglossal duct cyst,FALSE
TDR-TB,FALSE,FALSE,totally drug-resistant tuberculosis,FALSE
TDS,FALSE,FALSE,three times a day,FALSE
TE,FALSE,FALSE,time to echo or echo time,FALSE
TEA,FALSE,FALSE,total elbow arthroplasty,FALSE
TECAB,FALSE,FALSE,totally endoscopic coronary artery bypass,FALSE
TED,FALSE,FALSE,thromboembolic disease,FALSE
TEE,FALSE,FALSE,transesophageal echocardiography,FALSE
TEETH,FALSE,FALSE,tried everything else try homeopathy,FALSE
TEF,FALSE,FALSE,tracheo-esophageal fistula,FALSE
TENS,TRUE,FALSE,toxic epidermal necrolysis syndrome|transcutaneous electrical nerve stimulation,FALSE
TER,FALSE,FALSE,total elbow replacement,FALSE
TESA,FALSE,FALSE,testicular sperm aspiration,FALSE
TET,FALSE,FALSE,tubal embryo transfer,FALSE
TEVAR,FALSE,FALSE,thoracic endovascular aortic repair,FALSE
TFC,FALSE,FALSE,triangular fibrocartilage,FALSE
TFCC,FALSE,FALSE,triangular fibrocartilage complex,FALSE
TFE,FALSE,FALSE,turbo field echo,FALSE
TFL,FALSE,FALSE,tensor fasciae latae,FALSE
TFTs,FALSE,FALSE,thyroid function tests,FALSE
